11.8367,11.6203
11.8824,11.7087
11.84,11.6602
11.7697,11.6532
11.7275,11.6874
10.9311,11.7597
11.9766,11.8672
12.0583,11.9063
12.1094,11.9477
12.0737,11.9599
12.082,11.9707
12.0169,11.9677
12.1089,11.9731
12.1279,12.1068
12.1529,12.1504
12.1315,12.1362
12.1716,11.9308
12.2142,12.0445
12.1353,11.9972
12.1652,11.8628
12.198,11.8608
12.2298,11.761
12.3175,11.6512
12.3962,11.2128
12.2972,10.7941
12.3698,10.9713
12.3376,10.5618
12.3755,11.5351
12.4163,11.6286
12.4104,11.8496
12.4182,11.985
12.416,11.9977
12.4124,12.1426
12.5603,12.3321
12.4358,12.2855
12.2938,12.454
12.5164,12.5035
12.462,12.5781
12.4927,12.6611
12.4923,12.6205
12.4412,12.4867
12.3651,12.3044
12.4434,12.263
12.4935,12.0725
12.5572,11.3907
12.6887,8.1416
12.6642,6.16629
12.7382,2.73877
12.7907,1.85082
12.8488,2.10787
12.9181,2.98716
12.9317,2.93662
12.9475,2.59489
12.9596,6.93483
12.9033,10.9293
12.9729,12.3024
12.971,12.6424
12.6346,12.9111
13.0266,13.0942
13.1024,12.3145
12.2782,6.81201
11.6755,3.09252
12.1577,-1.28357
11.9548,-0.710316
12.2777,1.43131
12.2862,-0.588123
12.3103,-0.209504
12.331,1.84899
12.3285,1.95065
12.3778,0.823066
12.5159,1.02059
12.5005,1.3274
12.4811,1.44348
12.4879,0.612949
12.5414,1.33283
12.4712,2.96566
12.4848,6.97317
12.454,9.96483
12.5081,12.0517
12.5136,12.3244
12.3036,12.4898
12.5223,12.5612
12.5514,12.455
12.5865,12.198
12.5267,9.74092
12.6201,6.92504
12.7196,4.33413
12.7598,2.02704
12.8439,1.03737
12.836,-0.0313222
12.834,-0.522292
12.8998,0.428724
12.9503,0.680919
13.0155,1.57728
13.041,1.70646
13.0839,2.83501
12.4268,6.77155
12.2812,10.3067
12.1788,11.944
12.1993,12.4356
